Filtered Flow (ml/min)
287.519
279.753
285.806
309.826
338.947
392.896
392.896
405.753
402.968
386.372
365.275
344.682
325.119
307.085
290.651
280.11
275.765
289.602
319.447
347.801
374.736
396.236
403.442
395.092
376.229
355.7
335.002
315.339
297.854
284.962
279.344
279.344
300.724
333.602
364.835
394.508
410.519
410.828
396.915
375.982
355.353
335.755
317.138
300.058
288.449
282.09
292.122
318.596
372.297
372.297
397.152
407.566
401.687
384.412
363.621
342.762
322.946
305.229
290.97
280.783
280.213
296.728
329.966
361.543
391.54
414.283
414.283
403.502
383.252
362.153
342.108
323.066
305.355
292.318
284.246
290.17
313.619
344.181
373.215
400.798
412.252
409.606
394.207
372.822
351.175
312.405
312.405
296.785
285.342
282.331
294.98
324.98
353.479
380.554
402.165
409.144
400.47
381.509
359.952
339.473
320.018
302.469
279.87
279.87
282.54
302.558
335.489
396.494
396.494
413.142
412.976
399.883
357.259
357.259
337.343
318.809
289.894
289.894
284.247
293.497
348.517
348.517
375.408
400.955
410.813
405.478
388.223
366.322
345.515
325.749
307.244
292.55
281.417
281.752
297.937
331.321
363.035
413.194
413.194
415.045
404.483
383.044
361.897
341.808
322.723
306.587
292.706
285.508
291.049
314.882
346.974
377.461
406.424
419.032
400.056
400.056
377.492
356.056
335.691
316.373
300.555
288.349
285.594
297.224
327.597
356.452
383.863
406.671
412.71
405.467
364.452
364.452
344.165
324.893
307.578
292.715
283.68
285.851
305.504
339.382
371.567
402.143
417.517
417.518
404.284
381.432
359.723
339.1
303.13
303.13
289.546
285.011
293.039
320.25
348.934
376.183
402.07
411.11
406.961
389.065
367.085
346.204
326.367
308.974
293.525
282.548
282.548
298.315
332.071
364.139
394.605
413.325
416.279
406.135
384.326
362.73
342.213
322.723
305.675
290.99
284.435
288.849
312.387
343.98
373.993
402.505
414.029
396.355
396.355
373.552
351.89
331.31
313.421
296.873
285.747
282.686
294.455
324.926
353.874
381.374
403.492
409.801
403.068
382.915
361.368
340.899
321.454
288.909
288.909
281.117
282.229
302.31
336.506
368.992
414.573
414.573
415.593
401.77
379.347
358.045
337.808
319.484
302.248
289.466
284.315
292.058
319.49
347.173
373.473
398.457
403.873
403.873
385.297
363.702
323.697
323.697
306.091
289.964
280.961
278.899
295.17
328.04
359.267
388.933
407.089
411.898
401.195
379.776
359.35
339.581
320.801
303.324
289.463
282.677
286.764
341.707
341.707
371.012
398.853
411.054
409.755
393.272
371.55
350.913
331.308
313.115
295.9
285.648
281.442
293.788
323.879
352.466
379.623
400.92
408.385
400.828
380.787
340.22
340.22
321.264
303.626
288.445
280.344
281.085
301.576
335.262
367.264
397.666
412.321
413.883
400.138
379.082
358.774
338.729
302.348
302.348
290.644
284.243
292.206
319.26
346.414
372.21
396.716
407.299
402.559
384.775
364.067
343.695
324.342
306.655
290.887
279.948
279.948
296.693
328.557
358.828
387.585
406.01
411.068
399.816
379.825
359.565
339.25
319.95
302.683
289.878
281.867
310.31
310.31
340.603
369.382
396.723
410.306
408.685
392.615
371.482
351.224
331.979
313.697
297.033
286.232
281.132
293.955
322.803
350.209
397.808
397.808
405.766
398.132
379.726
359.507
339.085
319.685
302.468
289.041
279.803
281.531
301.522
334.436
365.704
395.408
411.952
400.095
400.095
379.065
358.276
319.763
319.763
302.167
290.034
283.168
292.577
318.514
346.354
372.803
397.928
409.209
404.014
386.878
366.236
345.085
324.992
307.444
282.288
282.288
280.944
297.041
328.519
358.424
386.833
406.04
410.518
399.809
380.042
358.442
337.921
318.426
300.464
287.774
279.145
284.438
307.195
367.083
367.083
394.801
408.998
406.816
391.911
370.663
349.573
329.538
311.409
295.839
284.236
280.554
292.855
321.976
349.64
375.921
398.723
406.723
399.156
380.928
359.706
339.494
320.292
302.102
288.312
278.526
280.901
299.926
333.183
364.777
394.792
412.728
412.728
400.087
378.411
357.705
338.035
319.349
302.857
289.812
283.496
291.902
317.617
346.328
373.604
410.142
410.142
405.221
388.297
366.738
346.007
326.312
307.853
293.039
281.735
281.313
296.38
328.862
389.035
389.035
409.369
412.878
403.195
382.719
361.626
341.588
322.552
305.431
291.259
283.071
287.831
309.955
341.583
371.63
400.175
413.541
411.374
396.491
374.298
353.054
332.872
313.86
298.167
285.688
282.72
293.711
323.054
350.929
377.41
401.123
408.227
401.625
382.656
361.264
340.94
321.633
304.41
289.685
280.334
281.944
300.441
367.086
367.086
397.93
414.234
414.848
402.421
379.796
358.261
337.803
318.367
302.449
288.729
283.564
290.783
316.939
346.49
374.563
401.233
411.077
389.955
389.955
368.013
347.168
327.365
309.664
294.18
283.564
282.338
296.811
329.694
360.932
390.609
409.814
413.187
404.175
382.699
360.848
340.089
320.368
303.453
282.062
282.062
286.026
308.663
340.856
371.44
400.494
413.243
412.275
396.781
374.19
352.727
332.338
314.209
297.782
285.696
282.062
292.595
322.598
351.1
378.178
407.559
407.559
401.568
381.963
360.111
339.35
319.628
302.722
287.056
278.926
279.467
298.694
333.494
366.555
397.962
415.146
415.146
402.193
379.871
358.666
338.52
319.829
302.076
288.761
283.107
289.599
316.513
345.057
372.173
397.934
408.055
404.875
386.886
365.105
344.413
324.756
307.39
291.086
281.324
278.905
294.106
326.585
357.441
386.754
405.549
400.512
400.512
379.618
359.07
339.469
303.239
303.239
289.125
282.166
285.276
308.538
340.02
369.927
398.34
411.412
411.106
395.326
353.206
353.206
333.712
315.21
298.188
287.32
282.655
293.646
323.094
351.071
377.648
399.8
407.683
400.937
381.368
360.65
340.84
322.02
304.269
289.056
280.702
300.151
300.151
333.87
365.902
396.333
412.128
414.564
401.027
379.856
359.564
339.515
320.469
303.146
290.864
284.154
291.313
317.258
371.085
371.085
395.997
406.894
403.102
385.407
364.542
344.399
325.263
307.405
291.453
281.775
278.506
294.288
355.387
355.387
383.665
402.711
408.327
397.984
377.98
357.727
337.493
318.27
301.003
287.976
279.821
283.599
306.295
336.508
365.211
392.478
406.775
405.651
390.07
369.156
348.697
329.261
310.797
294.133
283.41
278.126
289.895
317.937
344.577
369.884
392.95
402.111
395.132
376.78
356.442
335.816
316.221
298.911
285.149
277.11
277.11
296.158
329.803
361.767
392.132
409.594
411.778
398.69
378.241
357.275
337.356
318.434
300.812
288.776
281.333
289.461
314.769
342.911
369.646
395.045
407.179
403.048
365.633
365.633
344.549
324.519
291.551
291.551
280.941
278.812
294.038
325.018
354.449
382.409
402.907
408.419
398.375
378.973
358.055
338.183
319.304
301.381
288.392
279.428
283.838
305.033
336.189
393.906
393.906
408.88
407.33
392.977
371.718
350.869
331.062
312.899
296.956
280.283
280.283
291.763
319.818
346.47
395.301
395.301
404.089
396.88
379.27
358.001
337.464
317.953
299.75
286.177
276.415
278.116
330.366
330.366
362.451
411.119
411.119
412.522
400.663
358.991
358.991
339.444
320.875
304.093
291.015
291.524
291.524
316.19
372.683
372.683
398.829
410.346
406.064
389.826
368.244
347.279
327.362
308.903
293.932
282.574
281.285
295.644
327.113
357.008
385.408
406.66
411.28
402.027
381.926
360.91
340.946
321.98
304.87
290.912
282.121
286.46
307.658
340.168
371.053
400.393
414.794
398.847
398.847
376.574
355.088
334.675
315.611
286.904
286.904
293.406
293.406
321.82
348.879
374.584
399.005
406.793
400.744
382.432
361.1
340.835
321.583
304.175
289.406
279.526
280.668
298.119
365.51
365.51
396.7
414.115
415.398
403.862
381.704
360.235
339.839
320.463
303.929
290.05
284.277
290.859
315.89
345.711
374.041
400.954
411.638
408.253
391.483
369.388
348.398
310.622
310.622
295.09
283.809
282.036
295.527
327.617
358.103
387.065
407.479
403.449
403.449
382.491
360.722
340.041
320.395
303.787
281.138
281.138
284.352
305.942
338.652
369.726
399.247
412.691
412.249
397.606
374.948
353.424
332.976
314.512
297.939
285.584
281.788
291.201
320.134
347.621
373.733
397.441
399.903
399.903
380.876
359.115
338.442
318.802
301.796
286.211
277.647
277.654
295.632
329.983
362.617
393.62
410.378
412.688
400.811
378.701
357.695
337.741
302.142
302.142
288.598
288.507
288.507
314.179
343.282
370.929
397.194
407.884
405.605
388.448
366.497
345.644
325.834
308.406
291.883
281.929
279.558
293.61
325.313
355.431
384.043
403.686
409.105
400.291
379.296
358.385
338.52
319.649
301.798
287.236
280.132
282.54
304.938
368.158
368.158
397.418
410.916
396.021
396.021
374.391
353.843
334.322
315.841
298.937
287.393
282.191
292.2
321.08
348.517
374.581
397.279
405.767
400.051
381.132
359.948
339.822
320.703
302.735
287.279
279.01
278.152
297.213
330.672
362.458
392.655
409.21
412.771
400.19
379.038
358.685
338.631
319.58
289.593
289.593
282.858
289.152
314.611
343.35
370.653
396.591
408.196
405.284
388.026
366.719
346.445
327.183
308.919
292.548
282.766
279.015
293.7
324.593
353.941
401.649
401.649
408.31
399.009
379.059
358.86
338.491
319.14
301.937
288.443
280.204
283.141
305.261
337.248
367.637
396.505
410.931
410.991
395.921
374.928
354.353
334.806
316.237
299.006
287.997
281.872
292.489
320.111
346.352
371.281
404.089
404.089
397.804
379.407
359.184
338.706
319.252
302.037
287.648
278.462
278.218
296.807
329.887
361.313
391.167
408.681
411.608
399.079
378.925
358
338.121
319.235
301.342
289.096
281.391
288.332
341.578
341.578
368.785
407.444
407.444
403.976
387.61
366.857
345.926
326.042
308.367
292.949
282.373
279.256
293.872
324.082
352.783
380.048
400.611
406.908
397.337
378.314
337.07
337.07
317.784
299.867
286.945
277.996
281.991
303.107
334.717
364.747
393.276
409.001
408.403
394.484
373.242
333.441
333.441
315.251
286.907
286.907
281.218
291.804
318.879
345.866
371.504
395.859
405.434
399.016
381.709
360.652
339.972
320.326
302.338
288.341
278.166
278.986
296.483
329.828
391.599
391.599
410.382
412.626
401.094
380.274
359.487
339.739
320.979
303.822
290.517
282.84
289.63
313.298
343.156
371.521
398.468
410.717
406.933
391.201
369.731
348.461
328.254
294.434
294.434
282.777
280.757
294.075
324.661
353.718
381.322
403.288
408.868
400.304
380.86
359.76
339.716
320.673
303.272
289.235
280.071
283.644
303.923
336.311
367.079
396.308
411.465
410.476
397.001
375.057
353.703
333.416
298.919
298.919
286.185
281.656
291.149
318.52
346.28
397.707
397.707
406.308
400.775
383.117
361.603
341.166
321.75
303.825
288.897
278.613
279.281
296.031
330.299
393.781
393.781
412.221
414.13
403.483
381.644
360.309
340.04
320.785
304.386
290.254
283.737
289.391
313.315
343.877
372.911
400.493
412.128
409.423
393.281
370.986
349.806
311.276
311.276
295.712
283.992
281.824
294.479
325.738
355.434
383.646
405.407
410.835
403.215
383.054
361.357
340.745
321.164
304.313
289.097
281.273
283.652
304.022
337.236
368.789
398.765
413.068
413.098
399.226
376.502
354.914
334.405
315.645
298.964
286.144
281.761
290.347
318.525
346.03
372.159
396.982
405.34
400.774
382.393
360.523
339.746
320.008
303.027
287.285
278.081
277.552
294.519
328.533
360.845
391.542
408.98
400.714
400.714
378.695
357.768
337.887
319
301.917
287.819
281.776
286.709
311.266
341.603
370.423
397.802
408.859
407.051
390.442
368.326
347.317
327.357
309.857
293.251
282.576
292.107
292.107
323.264
352.864
380.983
401.502
407.391
399.887
379.478
358.603
338.772
319.932
302.404
287.284
281.598
281.598
302.486
335.569
366.998
396.855
410.916
397.267
397.267
375.548
354.915
316.982
316.982
299.852
287.955
282.771
291.484
319.288
345.979
371.337
395.426
404.28
381.27
381.27
360.172
340.129
321.088
303.617
287.566
278.936
277.359
294.724
328.545
391.199
391.199
408.528
412.532
400.842
379.755
359.254
339.153
320.057
302.54
289.324
282.28
287.406
312.092
341.847
370.114
408.932
408.932
406.871
390.174
368.922
348.733
329.554
311.408
294.379
284.159
279.766
293.261
323.387
352.007
379.196
399.743
407.109
398.584
378.958
358.537
338.135
318.754
301.343
287.414
279.225
281.189
302.542
335.132
366.092
395.505
410.412
411.193
396.528
375.773
355.163
335.584
316.984
299.468
288.056
281.74
291.291
344.665
344.665
369.671
393.426
403.753
398.389
380.365
359.981
339.517
320.077
302.707
287.571
278.195
277.041
294.778
326.926
357.466
386.479
404.777
408.797
397.143
377.286
356.65
336.388
317.139
299.51
287.165
279.053
285.024
308.898
338.491
366.604
393.311
406.811
404.254
388.286
367.332
346.711
309.226
309.226
293.765
282.895
292.21
292.21
321.696
349.707
376.318
405.341
405.341
396.681
378.082
337.012
337.012
317.608
299.986
286.687
277.566
280.512
300.975
364.219
364.219
393.49
409.793
410.086
396.508
375.421
355.094
335.783
317.437
300.641
288.55
282.116
291.803
317.811
344.856
370.548
394.956
399.808
399.808
382.788
361.904
341.051
321.24
303.434
289.26
278.699
278.474
295.254
327.859
358.834
388.261
407.659
410.883
399.919
379.924
359.108
339.332
320.546
303.237
289.968
281.745
287.91
310.688
340.874
369.55
396.793
409.851
407.101
391.997
370.555
349.16
328.835
310.551
295.024
283.203
293.041
293.041
322.823
351.117
377.996
400.93
407.508
399.617
380.735
359.632
339.585
320.54
302.765
288.872
279.444
282.495
302.022
335.146
366.614
396.509
413.007
412.858
400.042
378.135
336.798
336.798
318.052
301.825
283.414
283.414
292.109
318.639
347.278
374.484
400.33
409.979
404.721
387.397
365.524
344.746
325.006
306.656
291.323
280.548
280.627
296.337
329.641
361.28
391.337
410.892
413.637
403.509
382.175
361.013
321.812
321.812
305.158
290.991
283.658
288.669
311.899
343.199
372.933
401.181
413.599
411.282
395.842
373.331
351.945
331.629
312.919
296.953
284.742
294.134
294.134
324.738
353.811
381.431
404.085
410.268
403.3
383.562
362.099
341.709
322.338
305.299
290.034
281.401
283.376
336.679
336.679
368.911
399.531
415.309
415.309
402.26
379.397
357.678
337.044
317.896
301.367
287.987
283.373
291.128
318.488
346.922
373.933
399.594
408.786
404.985
386.993
365.055
324.414
324.414
307.135
291.192
281.22
280.088
295.781
329.323
361.187
391.458
410.215
413.693
403.53
381.652
360.21
339.84
320.488
303.606
288.974
282.473
286.602
310.246
341.563
371.313
399.576
410.287
410.287
394.018
371.565
350.235
329.971
312.216
295.359
284.269
280.934
292.549
322.52
350.991
378.04
399.815
406.711
399.671
379.687
358.307
318.702
318.702
301.433
286.361
278.586
278.963
299.129
333.121
365.414
396.093
411.009
412.618
398.969
376.98
356.09
336.245
317.587
300.349
288.055
282.429
290.155
317.309
344.846
371.005
395.857
405.587
401.594
383.306
361.965
341.691
322.431
304.849
288.714
279.645
293.945
293.945
326.433
357.297
404.694
404.694
409.542
398.772
377.814
357.504
337.573
318.639
301.288
287.756
280.693
284.722
308.513
338.929
367.825
395.276
407.868
406.937
390.781
369.386
349.061
329.752
294.538
294.538
284.18
279.4
291.672
321.298
349.442
376.18
397.819
405.749
398.095
378.47
358.132
337.79
318.465
301.128
278.187
278.187
279.012
299.379
333.126
365.186
395.643
413.163
413.163
399.155
378.336
357.932
338.14
319.338
301.884
290.183
283.242
291.564
317.678
344.839
370.642
395.154
405.85
401.29
383.638
363.198
342.619
323.069
305.657
280.613
280.613
278.348
295.061
326.748
356.851
385.448
404.208
409.315
398.405
378.485
358.008
337.668
318.346
300.876
288.004
280.129
285.109
308.321
367.42
367.42
394.772
408.595
406.735
391.156
369.938
330.601
330.601
312.41
296.021
284.931
279.964
292.641
321.399
348.72
374.674
396.645
404.939
396.952
378.47
357.854
337.061
317.308
299.75
286.262
279.006
279.006
298.763
331.93
363.438
393.371
410.407
411.453
398.342
377.601
356.959
337.35
318.721
301.564
289.449
282.402
291.295
344.43
344.43
370.669
395.595
406.97
402.104
385.29
364.328
342.914
322.571
304.746
290.334
279.821
278.727
294.734
326.007
383.939
383.939
404.151
408.49
398.291
378.377
357.721
337.969
319.205
301.508
288.368
279.817
307.266
307.266
338.281
367.745
395.736
410.069
407.965
393.317
371.882
350.561
330.305
312.021
296.42
284.533
280.744
292.552
321.42
348.845
374.899
398.231
398.473
398.473
380.149
359.016
338.941
319.869
301.825
287.771
277.934
280.387
299.252
333.146
365.345
395.935
413.139
413.88
401.775
379.871
358.925
339.026
320.122
303.799
290.594
284.353
292.387
318.239
347.258
374.826
401.015
411.65
407.276
390.627
368.501
347.481
327.513
308.935
293.489
282.209
281.71
329.37
329.37
360.438
389.952
410.454
414.081
404.814
383.981
362.882
342.838
323.796
306.96
292.586
284.518
288.761
310.663
342.374
372.498
401.117
414.59
412.91
398.018
375.532
333.878
333.878
314.875
298.82
283.189
283.189
294.096
323.555
351.542
378.13
401.731
408.731
402.591
383.351
361.772
341.272
321.796
304.625
289.394
280.117
281.329
299.565
334.335
367.367
398.747
415.334
404.182
404.182
381.609
360.121
339.708
320.316
303.485
289.757
284.546
291.609
318.045
347.273
375.039
401.418
410.94
407.293
389.823
367.716
346.714
326.762
309.345
293.27
282.77
281.224
295.791
328.519
359.612
389.15
408.553
412.825
403.644
382.265
360.71
340.233
320.78
303.741
288.554
285.166
285.166
307.817
339.723
370.034
398.829
411.622
410.991
395.697
373.049
351.533
331.094
313.173
296.321
284.592
280.834
291.364
321.334
349.805
376.853
399.581
406.799
400.867
381.325
339.259
339.259
319.79
302.482
278.834
278.834
278.985
297.999
332.365
365.014
396.03
411.667
413.716
400.829
378.795
337.978
337.978
319.402
302.099
289.118
283.403
289.847
316.291
371.855
371.855
397.571
404.552
404.552
386.735
365.089
324.99
324.99
307.328
290.666
281.255
278.528
293.586
325.334
355.494
384.146
403.295
408.702
398.954
377.924
357.513
337.653
318.785
301.331
287.427
280.277
283.443
306.504
337.978
367.878
396.283
409.479
409.338
393.723
372.502
352.341
333.027
314.677
297.53
286.739
281.611
292.767
321.793
349.367
375.562
397.726
406.168
379.967
379.967
359.44
339.236
320.041
302.51
287.385
279.064
279.071
298.43
332.05
363.989
394.331
410.489
412.97
399.67
378.739
358.219
338.113
301.478
301.478
289.558
289.99
289.99
315.632
343.246
394.403
394.403
405.87
402.29
384.862
364.075
343.49
323.935
306.194
290.479
280.772
277.659
293.497
324.651
354.247
382.364
401.902
407.726
397.451
377.84
337.042
337.042
317.527
300.288
279.236
279.236
283.056
305.543
366.033
366.033
394.029
408.633
407.737
392.53
371.452
351.246
313.813
313.813
296.978
285.872
280.157
291.781
319.886
346.585
371.95
394.823
403.917
396.877
378.864
358.456
337.762
318.104
300.734
286.939
277.393
278.267
297.097
330.921
363.054
393.58
411.226
413.12
400.506
379.95
359.092
339.276
320.452
302.953
290.554
282.98
290.888
315.68
343.949
396.315
396.315
408.271
387.262
387.262
366.313
344.801
324.364
306.561
291.712
280.859
278.849
293.648
324.528
353.865
381.734
402.491
407.71
398.162
379.078
357.916
337.812
318.713
300.775
287.522
278.581
283.14
304.769
336.158
365.977
394.306
409.291
407.927
393.937
372.545
331.325
331.325
313.064
297.411
285.373
280.636
319.668
319.668
346.286
371.573
395.596
404.377
397.794
380.109
358.839
338.543
319.262
301.034
286.951
277.022
278.735
296.704
330.817
363.224
394.012
412.014
413.254
401.558
380.233
359.294
320.504
320.504
303.906
290.463
283.256
290.404
314.936
344.401
372.392
398.984
410.459
406.387
389.937
368.197
347.242
327.334
308.725
293.289
281.677
280.399
294.276
326.006
356.15
384.786
406.08
410.643
401.944
381.847
360.713
340.637
321.564
304.396
290.037
281.607
285.391
306.515
338.831
369.532
413.146
413.146
411.933
398.095
375.695
354.204
333.787
314.602
298.872
285.927
282.152
292.399
321.027
348.3
374.209
398.823
406.676
401.193
382.979
361.54
341.174
321.826
304.633
289.401
279.822
297.91
297.91
332.799
365.944
397.432
414.732
416.329
405.124
382.764
361.089
320.935
320.935
304.168
290.157
290.462
290.462
315.612
345.805
374.488
401.737
412.357
392.436
392.436
370.098
348.876
328.716
311.011
294.869
283.886
281.917
295.348
327.517
358.078
387.111
407.707
412.506
403.966
382.803
360.961
340.211
320.498
303.325
288.158
280.804
283.506
305.205
338.367
369.872
399.801
413.182
413.182
398.353
375.673
354.128
333.66
315.552
286.294
286.294
281.989
291.392
320.172
347.514
373.488
397.358
405.435
400.381
381.433
359.72
339.093
319.498
302.235
286.552
278.089
277.724
295.782
329.985
362.477
393.344
409.727
412.886
400.887
378.635
337.413
337.413
318.829
301.27
287.765
281.882
287.462
313.114
342.557
370.527
397.099
408.117
405.871
388.815
367.133
346.535
326.967
309.287
292.652
282.729
293.45
293.45
324.926
354.828
383.235
403.1
409.118
400.451
379.758
359.081
320.187
320.187
302.488
288.01
280.633
282.835
305.109
367.81
367.81
396.829
410.716
411.339
396.219
374.768
354.389
334.843
316.274
287.876
287.876
282.249
292.3
320.578
347.443
372.965
396.18
405.402
399.386
380.552
359.875
339.891
320.906
303.212
288.051
279.48
278.518
297.116
330.273
361.772
391.696
408.655
411.977
399.463
378.849
358.467
319.179
319.179
301.78
289.213
282.175
288.402
313.311
341.917
369.093
394.91
406.924
403.921
387.033
365.851
345.436
326.042
307.91
291.738
281.712
277.923
292.687
323.407
352.59
380.314
400.71
407.359
397.957
378.38
358.192
337.793
318.414
301.224
287.823
279.426
282.469
304.235
335.868
365.919
394.467
409.708
395.133
395.133
374.191
334.078
334.078
315.513
298.463
280.825
280.825
291.624
318.867
344.92
369.671
393.184
403.242
397.188
379.368
358.854
338.176
318.531
301.059
286.861
277.349
277.243
294.82
327.667
358.872
388.517
406.781
410.06
398.192
378.176
357.029
336.939
317.853
299.891
287.73
279.95
310.952
310.952
340.201
394.386
394.386
407.613
404.138
367.153
367.153
345.99
325.885
308.041
292.639
281.632
292.537
292.537
322.836
351.62
378.964
400.496
406.703
397.955
378.618
357.407
318.068
318.068
299.884
286.618
277.515
281.565
302.038
334.012
364.388
393.244
409.232
408.536
394.833
373.501
352.754
333.044
314.801
299.061
286.803
281.203
291.417
345.777
345.777
371.572
396.078
405.965
399.979
382.687
361.421
340.867
321.34
303.141
278.227
278.227
279.165
296.289
329.882
361.796
392.113
413.217
413.217
402.115
381.24
360.513
340.822
322.116
305.139
291.56
283.952
290.532
314.191
344.026
372.369
399.295
411.376
407.978
392.331
370.447
349.188
328.992
310.276
294.762
282.992
293.976
293.976
324.539
353.574
381.157
403.393
408.838
400.666
381.106
359.936
339.825
303.572
303.572
289.417
280.552
283.513
303.799
336.663
367.885
397.545
412.777
412.037
398.935
376.666
355.051
334.517
315.469
299.695
286.591
282.27
291.419
318.88
373.466
373.466
398.729
407.324
402.633
384.592
363.057
342.599
323.163
305.585
290.57
281.184
281.184
297.723
332.025
364.611
395.569
413.923
416.212
405.296
383.193
361.461
340.814
321.2
304.376
290.047
283.634
289.076
313.153
344.039
401.255
401.255
412.594
410.163
394.026
371.665
350.421
330.24
312.025
295.763
284.241
294.285
294.285
325.668
355.483
383.807
405.252
410.487
402.951
382.804
360.973
340.233
320.53
303.645
288.463
280.504
282.546
303.146
336.654
368.486
398.727
413.119
413.589
399.686
377.013
355.474
335.012
316.384
299.49
286.672
282.252
290.72
345.871
345.871
371.923
396.672
405.364
401.128
382.593
360.61
339.727
319.888
302.791
286.858
277.804
277.027
293.967
327.854
360.047
390.63
408.339
411.68
400.53
378.703
357.965
338.264
319.549
302.132
288.119
281.647
286.308
311.074
341.552
370.507
398.014
407.936
407.936
391.328
369.31
348.393
328.522
310.701
293.961
280.055
280.055
292.595
323.267
352.406
380.087
400.606
407.262
399.478
379.077
358.331
319.9
319.9
302.225
287.113
280.979
280.979
302.091
335.179
366.612
396.473
410.923
412.018
397.559
375.905
355.334
335.66
316.97
299.952
288.118
282.22
318.525
318.525
345.15
370.443
394.472
404.238
399.259
380.772
359.768
339.815
320.859
302.917
287.275
278.508
276.679
294.419
327.251
358.442
388.073
405.573
410.178
398.62
377.826
337.556
337.556
318.409
301.265
288.314
281.133
286.218
310.728
340.547
395.787
395.787
408.298
389.742
389.742
368.557
348.249
328.957
310.63
293.889
283.823
279.373
292.748
322.637
351.032
398.732
398.732
406.302
398.019
378.6
358.394
337.839
318.312
287.317
287.317
278.88
280.658
301.415
333.991
364.937
394.336
409.899
410.901
396.594
375.759
354.991
335.261
298.988
298.988
287.61
280.832
290.401
317.135
343.937
369.399
393.588
404.357
398.819
381.17
360.775
339.942
320.151
302.807
288.159
278.386
277.312
294.562
326.686
357.204
386.197
405.007
409.129
397.624
377.743
356.683
336.675
317.668
299.693
287.175
278.925
285.219
308.715
338.58
366.951
393.904
407.632
404.975
389.308
347.422
347.422
327.603
309.663
294.18
283.277
279.216
292.438
349.845
349.845
376.414
398.629
406.121
397.599
379.31
358.385
338.059
300.852
300.852
287.243
277.713
280.52
300.701
333.337
364.341
393.796
410.696
411.058
397.945
376.573
356.112
336.673
318.206
301.694
289.278
282.886
292.307
318.609
346.407
372.816
397.904
408.421
402.756
385.823
364.625
343.563
323.553
305.469
290.881
280.234
280.106
296.217
328.941
360.028
389.561
409.447
413.008
402.563
382.233
361.346
341.504
322.653
292.058
292.058
283.929
289.667
312.405
342.894
371.859
399.376
412.592
409.844
394.792
373.104
351.586
331.145
312.639
297.121
284.901
282.037
323.914
323.914
352.124
378.924
401.964
408.465
401.063
382.074
360.796
340.582
321.378
303.743
289.363
279.964
282.478
301.824
335.268
397.223
397.223
413.44
413.319
400.833
378.464
357.168
336.936
317.762
301.469
288.107
282.91
291.249
317.966
346.694
373.987
399.915
408.733
387.11
387.11
344.245
344.245
324.406
306.484
291.16
280.531
280.272
295.634
329.285
361.254
391.624
411.271
414.35
382.939
382.939
361.337
340.815
321.319
304.526
289.914
282.907
287.752
310.97
342.746
372.933
401.611
414.101
396.653
396.653
374.159
352.79
332.49
314.018
297.899
285.818
283.013
294.263
324.921
354.046
381.715
404.433
410.65
404.308
384.395
362.603
341.902
322.235
305.268
