Flow
1873.73
1873.73
1914.34
1914.34
1920.44
1914.34
1855.53
1855.53
1855.53
1855.53
1987.17
1950.08
1987.17
1950.08
1950.08
1950.08
1915.2
1884.9
1915.2
1915.2
1924.7
1993.39
1993.39
1993.39
1809.28
1769.58
1723.75
1723.75
1769.58
1953.77
1993.65
1993.65
1953.77
1945.33
1850.14
1840.12
1840.12
1812.93
1808.23
1808.23
1812.93
1812.93
1814.39
1860.34
1990.72
1981.49
1990.72
